sep=;
Version CSV1|Tool WEBBOX|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2

;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;SN: 24108 (Poly Silicon Sensorbox);SN: 24108 (Poly Silicon Sensorbox);SN: 24108 (Poly Silicon Sensorbox);SN: 24108 (Poly Silicon Sensorbox);SN: 24108 (Poly Silicon Sensorbox);SN: 25449 (Sanyo Sensorbox);SN: 25449 (Sanyo Sensorbox);SN: 25449 (Sanyo Sensorbox);SN: 25449 (Sanyo Sensorbox);SN: 25449 (Sanyo Sensorbox);SN: 25464 (SulfurCell Sensorbox);SN: 25464 (SulfurCell Sensorbox);SN: 25464 (SulfurCell Sensorbox);SN: 25464 (SulfurCell Sensorbox);SN: 25464 (SulfurCell Sensorbox);SN: 25562 (Amorphous sensorbox);SN: 25562 (Amorphous sensorbox);SN: 25562 (Amorphous sensorbox);SN: 25562 (Amorphous sensorbox);SN: 25562 (Amorphous sensorbox)
14.01.2014 20:55;0,00;-198,20;0,00;25,30;Ok;0,00;26,20;0,00;25,00;Ok;0,00;-273,10;0,00;24,90;Ok;0,00;-273,10;0,00;26,40;Ok;0,00;-273,10;0,00;24,90;Ok
14.01.2014 21:00;0,00;-198,20;0,00;25,20;Ok;0,00;26,20;0,00;24,90;Ok;0,00;-273,10;0,00;24,80;Ok;0,00;-273,10;0,00;26,30;Ok;0,00;-273,10;0,00;24,80;Ok
14.01.2014 21:05;0,00;-198,30;0,00;25,20;Ok;0,00;26,10;0,00;24,90;Ok;0,00;-273,10;1,00;24,80;Ok;0,00;-273,10;0,00;26,30;Ok;0,00;-273,10;0,00;24,80;Ok
14.01.2014 21:10;0,00;-198,30;0,00;25,00;Ok;0,00;26,10;0,00;24,70;Ok;0,00;-273,10;1,00;24,60;Ok;0,00;-273,10;0,00;26,30;Ok;0,00;-273,10;0,00;24,70;Ok
14.01.2014 21:15;0,00;-198,30;0,00;24,90;Ok;0,00;26,00;0,00;24,70;Ok;0,00;-273,10;1,00;24,50;Ok;0,00;-273,10;0,00;26,10;Ok;0,00;-273,10;0,00;24,60;Ok
14.01.2014 21:20;0,00;-198,30;0,00;24,90;Ok;0,00;26,10;0,00;24,60;Ok;0,00;-273,10;1,00;24,50;Ok;0,00;-273,10;0,00;26,00;Ok;0,00;-273,10;0,00;24,60;Ok
14.01.2014 21:25;0,00;-198,30;0,00;24,90;Ok;0,00;26,10;0,00;24,70;Ok;0,00;-273,10;1,00;24,20;Ok;0,00;-273,10;0,00;26,00;Ok;0,00;-273,10;0,00;24,70;Ok
14.01.2014 21:30;0,00;-198,30;0,00;24,80;Ok;0,00;26,00;0,00;24,70;Ok;0,00;-273,10;0,00;24,20;Ok;0,00;-273,10;0,00;26,10;Ok;0,00;-273,10;0,00;24,50;Ok
14.01.2014 21:35;0,00;-198,30;0,00;24,90;Ok;0,00;26,00;0,00;24,90;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;26,20;Ok;0,00;-273,10;0,00;24,40;Ok
14.01.2014 21:40;0,00;-198,30;0,00;24,90;Ok;0,00;25,90;0,00;24,90;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;26,20;Ok;0,00;-273,10;0,00;24,40;Ok
14.01.2014 21:45;0,00;-198,30;0,00;24,80;Ok;0,00;25,80;0,00;24,70;Ok;0,00;-273,10;0,00;24,10;Ok;0,00;-273,10;0,00;26,10;Ok;0,00;-273,10;0,00;24,30;Ok
14.01.2014 21:50;0,00;-198,30;0,00;24,70;Ok;0,00;25,80;0,00;24,50;Ok;0,00;-273,10;0,00;24,20;Ok;0,00;-273,10;0,00;26,00;Ok;0,00;-273,10;0,00;24,20;Ok
14.01.2014 21:55;0,00;-198,40;0,00;24,70;Ok;0,00;25,70;0,00;24,30;Ok;0,00;-273,10;1,00;24,20;Ok;0,00;-273,10;0,00;25,90;Ok;0,00;-273,10;0,00;24,20;Ok
14.01.2014 22:00;0,00;-198,40;0,00;24,50;Ok;0,00;25,70;0,00;24,20;Ok;0,00;-273,10;0,00;24,40;Ok;0,00;-273,10;0,00;25,60;Ok;0,00;-273,10;0,00;24,10;Ok
14.01.2014 22:05;0,00;-198,40;0,00;24,50;Ok;0,00;25,40;0,00;24,10;Ok;0,00;-273,10;1,00;24,50;Ok;0,00;-273,10;0,00;25,50;Ok;0,00;-273,10;0,00;24,10;Ok
14.01.2014 22:10;0,00;-198,40;0,00;24,40;Ok;0,00;25,40;0,00;24,00;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;25,40;Ok;0,00;-273,10;0,00;24,00;Ok
14.01.2014 22:15;0,00;-198,40;0,00;24,20;Ok;0,00;25,40;0,00;23,90;Ok;0,00;-273,10;0,00;24,00;Ok;0,00;-273,10;0,00;25,30;Ok;0,00;-273,10;0,00;23,90;Ok
14.01.2014 22:20;0,00;-198,40;0,00;24,20;Ok;0,00;25,40;0,00;23,90;Ok;0,00;-273,10;0,00;24,00;Ok;0,00;-273,10;0,00;25,20;Ok;0,00;-273,10;0,00;23,70;Ok
14.01.2014 22:25;0,00;-198,50;0,00;24,10;Ok;0,00;25,30;0,00;23,80;Ok;0,00;-273,10;0,00;23,80;Ok;0,00;-273,10;0,00;25,10;Ok;0,00;-273,10;0,00;23,70;Ok
14.01.2014 22:30;0,00;-198,50;0,00;24,00;Ok;0,00;25,20;0,00;23,70;Ok;0,00;-273,10;0,00;23,70;Ok;0,00;-273,10;0,00;25,00;Ok;0,00;-273,10;0,00;23,70;Ok
14.01.2014 22:35;0,00;-198,50;0,00;23,90;Ok;0,00;25,20;0,00;23,60;Ok;0,00;-273,10;0,00;23,70;Ok;0,00;-273,10;0,00;25,00;Ok;0,00;-273,10;0,00;23,60;Ok
14.01.2014 22:40;0,00;-198,50;0,00;23,90;Ok;0,00;25,10;0,00;23,60;Ok;0,00;-273,10;1,00;23,60;Ok;0,00;-273,10;0,00;24,90;Ok;0,00;-273,10;0,00;23,50;Ok
14.01.2014 22:45;0,00;-198,50;0,00;23,80;Ok;0,00;25,10;0,00;23,50;Ok;0,00;-273,10;0,00;23,40;Ok;0,00;-273,10;0,00;24,90;Ok;0,00;-273,10;0,00;23,40;Ok
14.01.2014 22:50;0,00;-198,50;0,00;23,60;Ok;0,00;25,00;0,00;23,40;Ok;0,00;-273,10;0,00;23,20;Ok;0,00;-273,10;0,00;24,80;Ok;0,00;-273,10;0,00;23,30;Ok
14.01.2014 22:55;0,00;-198,60;0,00;23,60;Ok;0,00;24,90;0,00;23,40;Ok;0,00;-273,10;0,00;23,10;Ok;0,00;-273,10;0,00;24,70;Ok;0,00;-273,10;0,00;23,20;Ok
14.01.2014 23:00;0,00;-198,60;0,00;23,60;Ok;0,00;24,90;0,00;23,40;Ok;0,00;-273,10;0,00;23,30;Ok;0,00;-273,10;0,00;24,60;Ok;0,00;-273,10;0,00;23,10;Ok
14.01.2014 23:05;0,00;-198,60;0,00;23,40;Ok;0,00;24,80;0,00;23,20;Ok;0,00;-273,10;0,00;23,20;Ok;0,00;-273,10;0,00;24,50;Ok;0,00;-273,10;0,00;23,00;Ok
14.01.2014 23:10;0,00;-198,60;0,00;23,40;Ok;0,00;24,70;0,00;23,30;Ok;0,00;-273,10;0,00;23,20;Ok;0,00;-273,10;0,00;24,50;Ok;0,00;-273,10;0,00;22,90;Ok
14.01.2014 23:15;0,00;-198,60;0,00;23,40;Ok;0,00;24,80;0,00;23,30;Ok;0,00;-273,10;1,00;23,10;Ok;0,00;-273,10;0,00;24,50;Ok;0,00;-273,10;0,00;23,10;Ok
14.01.2014 23:20;0,00;-198,60;0,00;23,40;Ok;0,00;24,70;0,00;23,20;Ok;0,00;-273,10;1,00;23,30;Ok;0,00;-273,10;0,00;24,40;Ok;0,00;-273,10;0,00;23,00;Ok
14.01.2014 23:25;0,00;-198,60;0,00;23,40;Ok;0,00;24,70;0,00;23,10;Ok;0,00;-273,10;1,00;23,30;Ok;0,00;-273,10;0,00;24,40;Ok;0,00;-273,10;0,00;22,90;Ok
14.01.2014 23:30;0,00;-198,60;0,00;23,30;Ok;0,00;24,60;0,00;23,10;Ok;0,00;-273,10;1,00;23,20;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;22,80;Ok
14.01.2014 23:35;0,00;-198,70;0,00;23,30;Ok;0,00;24,50;0,00;23,10;Ok;0,00;-273,10;0,00;23,20;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;22,90;Ok
14.01.2014 23:40;0,00;-198,60;0,00;23,30;Ok;0,00;24,60;0,00;23,00;Ok;0,00;-273,10;0,00;23,20;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;22,80;Ok
14.01.2014 23:45;0,00;-198,70;0,00;23,20;Ok;0,00;24,50;0,00;23,00;Ok;0,00;-273,10;0,00;23,10;Ok;0,00;-273,10;0,00;24,20;Ok;0,00;-273,10;0,00;22,80;Ok
14.01.2014 23:50;0,00;-198,60;0,00;23,30;Ok;0,00;24,70;0,00;23,10;Ok;0,00;-273,10;1,00;22,90;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;22,90;Ok
14.01.2014 23:55;0,00;-198,70;0,00;23,10;Ok;0,00;24,50;0,00;23,00;Ok;0,00;-273,10;1,00;22,70;Ok;0,00;-273,10;0,00;24,30;Ok;0,00;-273,10;0,00;22,70;Ok
